File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF387RPM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF438FFV, ENCFF942EVB	4558380	ENCODE Processing Pipeline	5a65843678ca994a33aeb8ec78b8a45c		https://www.encodeproject.org/files/ENCFF387RPM/@@download/ENCFF387RPM.bed.gz				released	s3://encode-public/2016/12/16/c908783e-bbdf-4683-9627-9b038afbf276/ENCFF387RPM.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF383HAY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF387RPM, ENCFF419RSJ, ENCFF422WOY, ENCFF477CIW	328184	ENCODE Processing Pipeline	c5947f54d87171e46178f9074dfe3a23		https://www.encodeproject.org/files/ENCFF383HAY/@@download/ENCFF383HAY.bed.gz				released	s3://encode-public/2016/12/16/ebba4c16-2272-4835-bdb5-f9204771e05a/ENCFF383HAY.bed.gz	low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF800HNH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF387RPM, ENCFF419RSJ, ENCFF422WOY, ENCFF477CIW	269469	ENCODE Processing Pipeline	dd0026780d77710d5d385765ea0da957		https://www.encodeproject.org/files/ENCFF800HNH/@@download/ENCFF800HNH.bed.gz				released	s3://encode-public/2016/12/16/8bdfc7f6-f052-4fdf-9468-e4df1411e758/ENCFF800HNH.bed.gz	low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF422WOY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF562HPN, ENCFF580GMF	4506731	ENCODE Processing Pipeline	dfcbaee834de0215d635b6817c9ea54d		https://www.encodeproject.org/files/ENCFF422WOY/@@download/ENCFF422WOY.bed.gz				released	s3://encode-public/2016/12/16/742b7171-634d-42ef-97e3-e22552350421/ENCFF422WOY.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF080MVF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF197DUH, ENCFF671MIT, ENCFF837IOW, ENCFF958RTR	5751017	ENCODE Processing Pipeline	97971d74f93cbb224e9ceeada695cfb3		https://www.encodeproject.org/files/ENCFF080MVF/@@download/ENCFF080MVF.bed.gz				released	s3://encode-public/2017/07/07/c2c88a6b-95bc-40bd-a7f0-da04292c09a2/ENCFF080MVF.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF046PLS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF197DUH, ENCFF958RTR	4572072	ENCODE Processing Pipeline	a49f776dcecfc81d1074693be4a16e5e		https://www.encodeproject.org/files/ENCFF046PLS/@@download/ENCFF046PLS.bed.gz				released	s3://encode-public/2017/07/07/76e3eff5-871e-49be-a94a-069f8889de23/ENCFF046PLS.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF289FQM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF671MIT, ENCFF837IOW	4637535	ENCODE Processing Pipeline	adf6c66b00665025515bad11517e18ef		https://www.encodeproject.org/files/ENCFF289FQM/@@download/ENCFF289FQM.bed.gz				released	s3://encode-public/2017/07/07/0bd5b6c2-07ad-4721-95b5-e844cf1e7509/ENCFF289FQM.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF220QMP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF046PLS, ENCFF080MVF, ENCFF289FQM	276903	ENCODE Processing Pipeline	b25a27c2324b76b9f5e1fa777f7be77d		https://www.encodeproject.org/files/ENCFF220QMP/@@download/ENCFF220QMP.bed.gz				released	s3://encode-public/2017/07/07/a5bdf0f5-58f5-4484-b1b2-d2ca6b01b706/ENCFF220QMP.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF468MFY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BHA	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF046PLS, ENCFF080MVF, ENCFF289FQM	345367	ENCODE Processing Pipeline	7f180aca1612b6d01a7e549b1e685303		https://www.encodeproject.org/files/ENCFF468MFY/@@download/ENCFF468MFY.bed.gz				released	s3://encode-public/2017/07/07/1723dc7b-689b-4f3d-aae4-c23ed64dc87a/ENCFF468MFY.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF002CDP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE												1005226	ENCODE Consortium Analysis Working Group	9c53d27a4d8c71629f8c1ebc059a8ff4		https://www.encodeproject.org/files/ENCFF002CDP/@@download/ENCFF002CDP.bed.gz				archived	s3://encode-public/2014/06/06/a50b0697-c2fe-45c0-acf5-0fbae7879ca5/ENCFF002CDP.narrowPeak.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths	missing derived_from	control insufficient read depth, insufficient read depth	
ENCFF356LIU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1, 2	1_1, 2_1						ENCFF061OYK, ENCFF419RSJ, ENCFF445FMQ, ENCFF933NTR	666122	ENCODE Processing Pipeline	bec0a5b3954eadf15bf0e901b863b037		https://www.encodeproject.org/files/ENCFF356LIU/@@download/ENCFF356LIU.bed.gz				released	s3://encode-public/2017/01/10/50807fc2-d8b7-44aa-9a11-21b05520858b/ENCFF356LIU.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths	mismatched status	control insufficient read depth, insufficient read depth	
ENCFF536RGD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1, 2	1_1, 2_1						ENCFF061OYK, ENCFF419RSJ, ENCFF445FMQ, ENCFF933NTR	636383	ENCODE Processing Pipeline	9643da0f20e987d52fc4568c640658d6		https://www.encodeproject.org/files/ENCFF536RGD/@@download/ENCFF536RGD.bed.gz				released	s3://encode-public/2017/01/10/890a2203-fbe9-4d86-a119-efaa40475ef5/ENCFF536RGD.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths	mismatched status	control insufficient read depth, insufficient read depth	
ENCFF061OYK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1	1_1						ENCFF538VCH, ENCFF797ARJ, ENCFF873ZWP	2585473	ENCODE Processing Pipeline	41baa215ec49aef1e5747b9f33303d33		https://www.encodeproject.org/files/ENCFF061OYK/@@download/ENCFF061OYK.bed.gz				released	s3://encode-public/2017/01/10/40584594-b609-4a62-864b-0e69d79055ab/ENCFF061OYK.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF933NTR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1, 2	1_1, 2_1						ENCFF538VCH, ENCFF797ARJ, ENCFF873ZWP, ENCFF994NWU	4477240	ENCODE Processing Pipeline	7d8c536acbb4c8108476c047daa42536		https://www.encodeproject.org/files/ENCFF933NTR/@@download/ENCFF933NTR.bed.gz				released	s3://encode-public/2017/01/10/91d6ccd8-4c5c-414f-b86c-6fa4b3f87383/ENCFF933NTR.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF445FMQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				2	2_1						ENCFF873ZWP, ENCFF994NWU	3995400	ENCODE Processing Pipeline	ed460a311d46d8509cdf56b16d6bd74e		https://www.encodeproject.org/files/ENCFF445FMQ/@@download/ENCFF445FMQ.bed.gz				released	s3://encode-public/2017/01/10/6bb93035-c4a2-46d3-9d53-5c8b24d3c74e/ENCFF445FMQ.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF706QLS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1	1_1						ENCFF232FPZ, ENCFF389RQC, ENCFF624TPS	2436987	ENCODE Processing Pipeline	989f9f01a47be649827afbe7613f9e79		https://www.encodeproject.org/files/ENCFF706QLS/@@download/ENCFF706QLS.bed.gz				released	s3://encode-public/2017/01/11/73db2856-d52f-4583-b0be-48af5008e7ea/ENCFF706QLS.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF934NEI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				2	2_1						ENCFF343LTM, ENCFF624TPS	4005719	ENCODE Processing Pipeline	1f1ed3ead872ba5694af582f563d0d81		https://www.encodeproject.org/files/ENCFF934NEI/@@download/ENCFF934NEI.bed.gz				released	s3://encode-public/2017/01/11/0af704a6-c70c-4fe9-9bee-774cf110a2a1/ENCFF934NEI.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF551KNM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1, 2	1_1, 2_1						ENCFF232FPZ, ENCFF343LTM, ENCFF389RQC, ENCFF624TPS	4456553	ENCODE Processing Pipeline	d7abf752df6d52dac24a492114201c4a		https://www.encodeproject.org/files/ENCFF551KNM/@@download/ENCFF551KNM.bed.gz				released	s3://encode-public/2017/01/11/31800d4a-00d7-438f-aa65-5f145112475e/ENCFF551KNM.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF096AKZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF551KNM, ENCFF706QLS, ENCFF934NEI	628471	ENCODE Processing Pipeline	2dde1f228dced8e1b51fc5a3d88c87dc		https://www.encodeproject.org/files/ENCFF096AKZ/@@download/ENCFF096AKZ.bed.gz				released	s3://encode-public/2017/01/11/e4d182a7-9304-45ad-9f7c-d7a48a6e780b/ENCFF096AKZ.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF833FTF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000AKB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF551KNM, ENCFF706QLS, ENCFF934NEI	655789	ENCODE Processing Pipeline	265cfe705263baae508111a4114aab61		https://www.encodeproject.org/files/ENCFF833FTF/@@download/ENCFF833FTF.bed.gz				released	s3://encode-public/2017/01/11/e7b50f09-f91b-425c-9db6-f19a3f9cee74/ENCFF833FTF.bed.gz	mild to moderate bottlenecking, low read length, low read depth, control low read depth, mixed read lengths		control insufficient read depth, insufficient read depth	
ENCFF002CGX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BMB	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE												463789	ENCODE Consortium Analysis Working Group	526cb72f27be4bfcc7ac55129001ee47		https://www.encodeproject.org/files/ENCFF002CGX/@@download/ENCFF002CGX.bed.gz				archived	s3://encode-public/2014/06/06/7ebe3dc4-7ae9-456f-8d32-eec4b90da199/ENCFF002CGX.narrowPeak.gz	mild to moderate bottlenecking, moderate library complexity, low read depth, low read length	missing derived_from, biological replicates with identical biosample	insufficient read depth	
ENCFF002CIA	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BQT	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										TCF3-human	DNA						2012-02-29	ENCODE												310174	ENCODE Consortium Analysis Working Group	9baa9ee4a9b96d7251adcafd95b2c5be		https://www.encodeproject.org/files/ENCFF002CIA/@@download/ENCFF002CIA.bed.gz				archived	s3://encode-public/2014/06/06/e30cdf4b-2359-4ca3-9447-9d569818629c/ENCFF002CIA.narrowPeak.gz	mild to moderate bottlenecking, low read depth, low read length	missing derived_from, biological replicates with identical biosample	insufficient read depth	
ENCFF002CGO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE												464879	ENCODE Consortium Analysis Working Group	1c594a9c3fd87caf450bd1216464eb34		https://www.encodeproject.org/files/ENCFF002CGO/@@download/ENCFF002CGO.bed.gz				archived	s3://encode-public/2014/06/06/03b45b92-76a1-4b5f-9be2-df0aaadbbdc3/ENCFF002CGO.narrowPeak.gz	inconsistent platforms, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF485LWD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1	1_1						ENCFF396BCM, ENCFF537DAJ	6230980	ENCODE Processing Pipeline	720905cff0b320a19debc940e0fa7939		https://www.encodeproject.org/files/ENCFF485LWD/@@download/ENCFF485LWD.bed.gz				released	s3://encode-public/2016/12/16/d806162d-2f0a-48c9-8700-fa597f3a9609/ENCFF485LWD.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF262RFD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1, 2	1_1, 2_1						ENCFF396BCM, ENCFF537DAJ, ENCFF994ZHD	6860354	ENCODE Processing Pipeline	cc30a15a3c0508b51cd31125d21cb18a		https://www.encodeproject.org/files/ENCFF262RFD/@@download/ENCFF262RFD.bed.gz				released	s3://encode-public/2016/12/16/f43c37f2-b663-4e18-a09e-a4be0d7ff000/ENCFF262RFD.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF843AOW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				2	2_1						ENCFF537DAJ, ENCFF994ZHD	6536779	ENCODE Processing Pipeline	10c6e75121fa75557c741eb58a7d7614		https://www.encodeproject.org/files/ENCFF843AOW/@@download/ENCFF843AOW.bed.gz				released	s3://encode-public/2016/12/16/234352c1-8c20-47e9-b296-bdb574195b3a/ENCFF843AOW.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF579NXQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1, 2	1_1, 2_1						ENCFF262RFD, ENCFF419RSJ, ENCFF485LWD, ENCFF843AOW	485441	ENCODE Processing Pipeline	65e1b7946a998e561a558520c0306938		https://www.encodeproject.org/files/ENCFF579NXQ/@@download/ENCFF579NXQ.bed.gz				released	s3://encode-public/2016/12/16/b6d0b7dc-2520-40fe-9f11-f9502ed36ee8/ENCFF579NXQ.bed.gz	inconsistent platforms, low read length	mismatched status, biological replicates with identical biosample		
ENCFF806KKM	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1, 2	1_1, 2_1						ENCFF262RFD, ENCFF419RSJ, ENCFF485LWD, ENCFF843AOW	521189	ENCODE Processing Pipeline	89b042a0e66462ee10bdabd5f2fcada2		https://www.encodeproject.org/files/ENCFF806KKM/@@download/ENCFF806KKM.bed.gz				released	s3://encode-public/2016/12/16/9f907fd4-91ff-4cb9-a3bc-544b5a9cf531/ENCFF806KKM.bed.gz	inconsistent platforms, low read length	mismatched status, biological replicates with identical biosample		
ENCFF609KOY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF071BNB, ENCFF378GKG, ENCFF599NQC	516541	ENCODE Processing Pipeline	64817c03f12a08a77eb97b9c2fabe83d		https://www.encodeproject.org/files/ENCFF609KOY/@@download/ENCFF609KOY.bed.gz				released	s3://encode-public/2017/12/08/34fe2ba3-0220-414a-8ddf-33c15dbae09e/ENCFF609KOY.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF599NQC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1	1_1						ENCFF221PEC, ENCFF508HCX	6265334	ENCODE Processing Pipeline	53716309948af71654d84b0b6d0e153d		https://www.encodeproject.org/files/ENCFF599NQC/@@download/ENCFF599NQC.bed.gz				released	s3://encode-public/2017/12/08/79c2c44a-5484-4348-b114-f986a4f72bab/ENCFF599NQC.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF071BNB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1, 2	1_1, 2_1						ENCFF221PEC, ENCFF508HCX, ENCFF957MQC	6876513	ENCODE Processing Pipeline	0edd70f9312587973769bef7e96facf5		https://www.encodeproject.org/files/ENCFF071BNB/@@download/ENCFF071BNB.bed.gz				released	s3://encode-public/2017/12/08/f822cb58-05e7-4f73-8253-3266e1e4c34e/ENCFF071BNB.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF378GKG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				2	2_1						ENCFF508HCX, ENCFF957MQC	6546881	ENCODE Processing Pipeline	f62beb40d570ace6d8f3c26e2bfaa89a		https://www.encodeproject.org/files/ENCFF378GKG/@@download/ENCFF378GKG.bed.gz				released	s3://encode-public/2017/12/08/b4685e9b-63f9-4ada-a459-93e470c9b1eb/ENCFF378GKG.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF133GHG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BQK	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF071BNB, ENCFF378GKG, ENCFF599NQC	478482	ENCODE Processing Pipeline	697af8c7cb34aa9dab3e3cabf59c6eea		https://www.encodeproject.org/files/ENCFF133GHG/@@download/ENCFF133GHG.bed.gz				released	s3://encode-public/2017/12/08/87f5160d-c6bc-4113-92af-800f2d964a12/ENCFF133GHG.bed.gz	inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF001VFP	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE												37677	Peggy Farnham, USC	ce54a52e0a56b4f3a28f5745e69f9142		https://www.encodeproject.org/files/ENCFF001VFP/@@download/ENCFF001VFP.bed.gz				archived	s3://encode-public/2010/12/06/45d0bbd1-765a-4842-87d5-984c6c36ff36/ENCFF001VFP.narrowPeak.gz	low read depth, borderline replicate concordance	missing derived_from	control insufficient read depth, insufficient read length	
ENCFF002CPS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE												34405	ENCODE Consortium Analysis Working Group	be45adf93388769e6fecf0357e511b77		https://www.encodeproject.org/files/ENCFF002CPS/@@download/ENCFF002CPS.bed.gz				archived	s3://encode-public/2014/06/06/eb03e4a6-35b5-4c65-8df3-90c534e563bd/ENCFF002CPS.narrowPeak.gz	low read depth, borderline replicate concordance	missing derived_from	control insufficient read depth, insufficient read length	
ENCFF208TMB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF258YSG, ENCFF423FMQ, ENCFF973NBX	14288	ENCODE Processing Pipeline	449b514fad2d440af822c75c9f1db518		https://www.encodeproject.org/files/ENCFF208TMB/@@download/ENCFF208TMB.bed.gz				released	s3://encode-public/2017/07/04/3d2497e4-ed9e-487f-bb5a-5b3b057d48d0/ENCFF208TMB.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
ENCFF423FMQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF289RZG, ENCFF420MOQ	4062549	ENCODE Processing Pipeline	0db29d195cd81743099c7368d530b510		https://www.encodeproject.org/files/ENCFF423FMQ/@@download/ENCFF423FMQ.bed.gz				released	s3://encode-public/2017/07/04/f9d92fce-0976-44f7-b4e8-8292a5160ae7/ENCFF423FMQ.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
ENCFF721FTG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF258YSG, ENCFF423FMQ, ENCFF973NBX	20872	ENCODE Processing Pipeline	abe930e6ea87a09befc3de1e721f6948		https://www.encodeproject.org/files/ENCFF721FTG/@@download/ENCFF721FTG.bed.gz				released	s3://encode-public/2017/07/04/0e32525f-db0f-4d23-86e9-9d5aff5b3050/ENCFF721FTG.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
ENCFF150BGK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				2	2_1						ENCFF157YWH, ENCFF485BYB	3997730	ENCODE Processing Pipeline	fcbe4c6b4feaea25a15ea9f810748372		https://www.encodeproject.org/files/ENCFF150BGK/@@download/ENCFF150BGK.bed.gz				released	s3://encode-public/2017/07/04/9a47bfb7-30ff-4ef0-a73a-a2c112772acf/ENCFF150BGK.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
ENCFF548GRF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF157YWH, ENCFF199XSZ, ENCFF485BYB	4713705	ENCODE Processing Pipeline	d56741da5522859cc6164abff9436fc1		https://www.encodeproject.org/files/ENCFF548GRF/@@download/ENCFF548GRF.bed.gz				released	s3://encode-public/2017/07/04/e32abd9e-afbf-4aef-973a-d7af11155782/ENCFF548GRF.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
